traditional,simplified,pinyin,cefr_level,part_of_speech,definitions
嗜好,嗜好,shìhào,C1,N,hobby | indulgence | habit | addiction
視為,视为,shìwéi,C1,V,to view as | to see as | to consider to be | to deem
適宜,适宜,shìyí,C1,Vs,suitable | appropriate
適中,适中,shìzhōng,C1,Vs,moderate | reasonable | conveniently situated
收藏,收藏,shōucáng,C1,V,"to collect (works of art, dolls, antiques etc) |  to put away for safekeeping |  (Internet) to bookmark | a collection"
收買,收买,shōumăi,C1,V,to purchase | to bribe
收縮,收缩,shōusuō,C1,Vi,to pull back | to shrink | to contract | (physiology) systole
收聽,收听,shōutīng,C1,V,to listen to (a radio broadcast)
收益,收益,shōuyì,C1,N,earnings | profit
手冊,手册,shŏucè,C1,N,manual |  handbook
手槍,手枪,shŏuqiāng,C1,N,pistol
手勢,手势,shŏushì,C1,N,gesture |  sign |  signal
守,守,shŏu,C1,V,to guard | to defend | to keep watch | to abide by the law | to observe (rules or ritual) | nearby | adjoining
守護,守护,shŏuhù,C1,V,to guard | to protect
首府,首府,shŏufŭ,C1,N,capital city of an autonomous region
首領,首领,shŏulĭng,C1,N,head |  boss |  chief
首席,首席,shŏuxí,C1,N,"chief (representative, correspondent etc)"
首飾,首饰,shŏushì,C1,N,jewelry | head ornament
首先,首先,shŏuxiān,C1,Conj,first (of all) | in the first place
首長,首长,shŏuzhăng,C1,N,senior official
受害,受害,shòuhài,C1,Vp,"to suffer damage, injury etc | damaged | injured | killed | robbed"
受訓,受训,shòuxùn,C1,V-sep,to receive training
售貨員,售货员,shòuhuòyuán,C1,N,salesperson
授課,授课,shòukè,C1,V-sep,to teach | to give lessons
狩獵,狩猎,shòuliè,C1,V,to hunt | hunting
壽星,寿星,shòuxīng,C1,N,god of longevity | elderly person whose birthday is being celebrated
疏導,疏导,shūdăo,C1,V,to dredge | to open up a path for | to remove obstructions | to clear the way | to enlighten | persuasion
疏散,疏散,shūsàn,C1,V,to scatter | to disperse | to evacuate | scattered | to relax
梳,梳,shū,C1,V,to comb | (bound form) a comb
書本,书本,shūběn,C1,N,book
書面,书面,shūmiàn,C1,N,in writing | written
書寫,书写,shūxiě,C1,V,to write
舒暢,舒畅,shūchàng,C1,Vs,happy |  entirely free from worry
舒展,舒展,shūzhăn,C1,V,to roll out | to extend | to smooth out | to unfold
輸血,输血,shūxiě,C1,V-sep,to transfuse blood | to give aid and support
束縛,束缚,shùfú,C1,V,to bind |  to tie up |  to fetter |  to shackle
樹苗,树苗,shùmiáo,C1,N,sapling
數據,数据,shùjù,C1,N,data
率,率,shuài,C1,V,to lead | to command | rash | hasty | frank | straightforward | generally | usually
霜,霜,shuāng,C1,N,frost | white powder or cream spread over a surface | frosting | (skin) cream
雙重,双重,shuāngchóng,C1,Vs-attr,double
雙打,双打,shuāngdă,C1,N,doubles (in sports)
爽快,爽快,shuăngkuài,C1,Vs,refreshed | rejuvenated | frank and straightforward
水道,水道,shuĭdào,C1,N,"watercourse (river, canal, drain etc) | water route | lane (in a swimming pool)"
水稻,水稻,shuĭdào,C1,N,rice | paddy
水晶,水晶,shuĭjīng,C1,N,crystal
水庫,水库,shuĭkù,C1,N,reservoir
水力,水力,shuĭlì,C1,N,hydraulic power
水泥,水泥,shuĭní,C1,N,cement
水源,水源,shuĭyuán,C1,N,water source | water supply | headwaters of a river
水蒸氣,水蒸气,shuĭzhēngqì,C1,N,vapor
順從,顺从,shùncóng,C1,Vs,obedient | to comply | to submit | to defer
順應,顺应,shùnyìng,C1,Vst,to comply |  to conform to |  in tune with |  adapting to |  to adjust to
瞬間,瞬间,shùnjiān,C1,N,in an instant | in a flash
說謊,说谎,shuōhuăng,C1,V-sep,to lie | to tell an untruth
說笑,说笑,shuōxiào,C1,Vi,to chat and laugh | to crack jokes | to banter
思潮,思潮,sīcháo,C1,N,tide of thought | way of thinking characteristic of a historical period | Zeitgeist
思念,思念,sīniàn,C1,Vst,to think of | to long for | to miss
思維,思维,sīwéi,C1,N,(line of) thought | thinking
絲毫,丝毫,sīháo,C1,Det,the slightest amount or degree | a bit
司令,司令,sīlìng,C1,N,commanding officer
斯文,斯文,sīwén,C1,Vs,refined | educate | cultured | intellectual | polite | gentle
私心,私心,sīxīn,C1,N,selfishness | selfish motives
賜,赐,sì,C1,V,(bound form) to confer |  to bestow |  to grant | (literary) gift |  favor | Taiwan pr. 
似的,似的,sìde,C1,,seems as if | rather like | Taiwan pr. 
似地,似地,sìde,C1,,No definition available
松樹,松树,sōngshù/sōng,C1,N,pine | pine tree
松,松,sōngshù/sōng,C1,N,"loose | to loosen | to relax | floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)"
慫恿,怂恿,sŏngyŏng,C1,V,to instigate | to incite | to urge | to encourage
搜集,搜集,sōují,C1,V,to gather | to collect
俗稱,俗称,súchēng,C1,Vst,commonly referred to as | common term
俗語,俗语,súyŭ,C1,N,common saying | proverb | colloquial speech
訴苦,诉苦,sùkŭ,C1,Vi,to grumble | to complain | grievance
素質,素质,sùzhí,C1,N,inner quality | basic essence
算命,算命,suànmìng,C1,V-sep,fortune-telling | to tell fortune
算術,算术,suànshù,C1,N,arithmetic | sums (mathematics as primary school subject)
雖說,虽说,suīshuō,C1,Conj,though | although
隨,随,suí,C1,Adv / Prep,to follow | to comply with | varying according to... | to allow | subsequently
隨後,随后,suíhòu,C1,N,soon after
隨即,随即,suíjí,C1,Adv,immediately | presently | following which
隨身,随身,suíshēn,C1,Adv,to (carry) on one's person | to (take) with one
隨同,随同,suítóng,C1,Prep,accompanying
隧道,隧道,suìdào,C1,N,tunnel
歲月,岁月,suìyuè,C1,N,years | time
損,损,sŭn,C1,V,to decrease |  to lose | to damage |  to harm | (coll.) to ridicule |  to deride | (coll.) caustic |  sarcastic |  nasty |  mean | one of the 64 hexagrams of the Book of Changes: ䷨
損害,损害,sŭnhài,C1,V,harm | to damage | to impair
損壞,损坏,sŭnhuài,C1,V,to damage | to injure
損傷,损伤,sŭnshāng,C1,Vst,to harm | to damage | to injure | impairment | loss | disability
縮小,缩小,suōxiăo,C1,Vp,to reduce | to decrease | to shrink
所得,所得,suŏdé,C1,N,what one acquires | one's gains
所在,所在,suŏzài,C1,N,place | location | (after a noun) place where it is located
索賠,索赔,suŏpéi,C1,Vi,to ask for compensation | to claim damages | claim for damages
瑣碎,琐碎,suŏsuì,C1,Vs,trifling | trivial | tedious | inconsequential
他人,他人,tārén,C1,N,another person |  sb else |  other people
塔,塔,tă,C1,N,old variant of 塔
踏實,踏实,tàshí,C1,Vs,firmly-based | steady | steadfast | to have peace of mind | free from anxiety | Taiwan pr. 
台階,台阶,táijiē,C1,N,steps | flight of steps | step (over obstacle) | fig. way out of an embarrassing situation | bench (geology)
太平,太平,tàipíng,C1,Vs,peace and security
態勢,态势,tàishì,C1,N,posture | situation
貪,贪,tān,C1,Vs,to have a voracious desire for | to covet | greedy | corrupt
貪心,贪心,tānxīn,C1,Vs,greedy
痰,痰,tán,C1,N,phlegm | spittle
談論,谈论,tánlùn,C1,V,to discuss |  to talk about
彈性,弹性,tánxìng,C1,N,flexibility | elasticity
坦克,坦克,tănkè,C1,N,tank (military vehicle) (loanword)
坦然,坦然,tănrán,C1,Vs,calm | undisturbed
探病,探病,tànbìng,C1,V-sep,to visit a sick person or patient
探究,探究,tànjiù,C1,V,to investigate | to delve | to probe | to enquire into | to look into
探索,探索,tànsuŏ,C1,V,to explore |  to probe
探望,探望,tànwàng,C1,V,to visit | to call on sb | to look around
探險,探险,tànxiăn,C1,Vi,to explore | to go on an expedition | adventure
堂堂,堂堂,tángtáng,C1,Vs,grand | magnificent | stately | majestic appearance
倘若,倘若,tăngruò,C1,Conj,if |  supposing |  in case
陶器,陶器,táoqì,C1,N,pottery
逃生,逃生,táoshēng,C1,Vi,to flee for one's life
逃稅,逃税,táoshuì,C1,V-sep,to evade a tax
淘汰,淘汰,táotài,C1,V,to wash out | (fig.) to cull | to weed out | to eliminate | to die out | to phase out
套房,套房,tàofáng,C1,N,suite | apartment | flat
套裝,套装,tàozhuāng,C1,N,outfit or suit (of clothes) | set of coordinated items | kit
特此,特此,tècĭ,C1,Adv,hereby
特區,特区,tèqū,C1,N,special administrative region | abbr. for 特別行政區|特别行政区
特權,特权,tèquán,C1,N,prerogative | privilege | privileged
特約,特约,tèyuē,C1,Vs-attr,specially engaged | employed or commissioned for a special task
特徵,特征,tèzhēng,C1,N,characteristic | diagnostic property | distinctive feature | trait
疼愛,疼爱,téngài,C1,Vst,to love dearly
剔除,剔除,tīchú,C1,V,to reject | to discard | to get rid of
啼,啼,tí,C1,Vi,variant of 啼
提拔,提拔,tíbá,C1,V,to promote to a higher job | to select for promotion
提倡,提倡,tíchàng,C1,V,to promote | to advocate
提出,提出,tíchū,C1,Vpt,to raise (an issue) | to propose | to put forward | to suggest | to post (on a website) | to withdraw (cash)
提及,提及,tíjí,C1,V,to mention | to raise (a subject) | to bring to sb's attention
提名,提名,tímíng,C1,V,to nominate
提升,提升,tíshēng,C1,V,to promote (to a higher-ranking position) | to lift |  to hoist | (fig.) to elevate |  to raise |  to improve
提昇,提升,tíshēng,C1,V,to promote (to a higher-ranking position) | to lift |  to hoist | (fig.) to elevate |  to raise |  to improve
提議,提议,tíyì,C1,V,proposal | suggestion | to propose | to suggest
體操,体操,tĭcāo,C1,N,gymnastic | gymnastics
體格,体格,tĭgé,C1,N,bodily health | one's physical state | physique
體積,体积,tĭjī,C1,N,volume | bulk
體諒,体谅,tĭliàng,C1,Vst,to empathize | to allow (for sth) | to show understanding | to appreciate
體面,体面,tĭmiàn,C1,Vs,dignity |  prestige |  face | honorable |  creditable | (of sb's appearance) presentable |  respectable
體系,体系,tĭxì,C1,N,system | setup
體質,体质,tĭzhí,C1,N,constitution
替代,替代,tìdài,C1,Vst,to substitute for | to replace | to supersede
添,添,tiān,C1,V,to add |  to increase |  to replenish
天敵,天敌,tiāndí,C1,N,predator |  natural enemy
天然氣,天然气,tiānránqì,C1,N,natural gas
天性,天性,tiānxìng,C1,N,nature | innate tendency
天災,天灾,tiānzāi,C1,N,natural disaster
田地,田地,tiándì,C1,N,field | farmland | cropland | plight | extent
田徑,田径,tiánjìng,C1,N,track and field (athletics)
甜美,甜美,tiánměi,C1,Vs,sweet | pleasant | happy
挑剔,挑剔,tiāotī,C1,V,picky | fussy
調和,调和,tiáohé,C1,V / Vs,harmonious | to mediate |  to reconcile | mediation | to compromise | to mix |  to blend | blended | to season | seasoning | to placate
調節,调节,tiáojié,C1,V,to adjust | to regulate | to harmonize | to reconcile (accountancy etc)
調皮,调皮,tiáopí,C1,Vs,naughty | mischievous | unruly
條例,条例,tiáolì,C1,N,regulations |  rules |  code of conduct |  ordinances |  statutes
挑戰,挑战,tiăozhàn,C1,N,to challenge | challenge
聽寫,听写,tīngxiě,C1,V,(of a pupil) to write down (in a dictation exercise) | dictation | (music) to transcribe by ear
停頓,停顿,tíngdùn,C1,Vi,to halt | to break off | pause (in speech)
停留,停留,tíngliú,C1,Vi,to stay somewhere temporarily | to stop over
停滯,停滞,tíngzhì,C1,Vi,stagnation | at a standstill | bogged down
通,通,tōng,C1,M,"classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)"
通報,通报,tōngbào,C1,V,to inform | to notify | to announce | circular | bulletin | (scientific) journal
通車,通车,tōngchē,C1,Vp,"to open to traffic (e.g. new bridge, rail line etc) | (of a locality) to have a transportation service | (Tw) to commute"
通稱,通称,tōngchēng,C1,Vst,to be generally referred to (as) | generic term
通貨膨脹,通货膨胀,tōnghuòpéngzhàng,C1,Vs,inflation
通緝,通缉,tōngqì,C1,V,to order the arrest of sb as criminal | to list as wanted
通行,通行,tōngxíng,C1,Vi,to go through | to pass through | to be in general use
通用,通用,tōngyòng,C1,Vs-attr,"to use anywhere, anytime (card, ticket etc) | to be used by everyone (language, textbook etc) | (of two or more things) interchangeable"
同伴,同伴,tóngbàn,C1,N,companion |  comrade |  fellow
同化,同化,tónghuà,C1,V,"assimilation (cultural, digestive, phonemic etc)"
同鄉,同乡,tóngxiāng,C1,N,"person from the same village, town, or province"
同心,同心,tóngxīn,C1,Vs,to be of one mind | united | concentric
同性戀,同性恋,tóngxìngliàn,C1,N,homosexuality | gay person | gay love
同業,同业,tóngyè,C1,N,same trade or business | person in the same trade or business
統計,统计,tŏngjì,C1,N,statistics | to count | to add up
統統,统统,tŏngtŏng,C1,Adv,totally
統制,统制,tŏngzhì,C1,V,to control
痛恨,痛恨,tònghèn,C1,Vst,to detest | to loathe | to abhor
偷渡,偷渡,tōudù,C1,Vi,illegal immigration | to stowaway (on a ship) | to steal across the international border | to run a blockade
偷懶,偷懒,tōulăn,C1,Vs,to goof off | to be lazy
投保,投保,tóubăo,C1,V,to take out insurance | to insure
投機,投机,tóujī,C1,Vs,to speculate (on financial markets) | opportunistic | congenial | agreeable
投入,投入,tóurù,C1,Vs,to throw into | to put into | to throw oneself into | to participate in | to invest in | absorbed | engrossed
透明,透明,tòumíng,C1,Vs,transparent | (fig.) transparent |  open to scrutiny
徒弟,徒弟,túdì,C1,N,apprentice | disciple
突擊,突击,tújí,C1,V,sudden and violent attack | assault | fig. rushed job | concentrated effort to finish a job quickly
突兀,突兀,túwù,C1,Vs,lofty or towering | sudden or abrupt
塗,涂,tú,C1,V,variant of 途
圖,图,tú,C1,V,diagram | picture | drawing | chart | map | to plan | to scheme | to attempt | to pursue | to seek
圖表,图表,túbiăo,C1,N,chart | diagram
圖騰,图腾,túténg,C1,N,totem (loanword)
土壤,土壤,tŭrăng,C1,N,soil
團,团,tuán,C1,M,dumpling
團聚,团聚,tuánjù,C1,Vs,to reunite | to have a reunion
團員,团员,tuányuán,C1,N,member | group member
推測,推测,tuīcè,C1,V,speculation | to conjecture | to surmise | to speculate
推崇,推崇,tuīchóng,C1,Vst,to esteem | to think highly of | to accord importance to | to revere
推出,推出,tuīchū,C1,Vpt,to push out | to release | to launch | to publish | to recommend
推選,推选,tuīxuăn,C1,V,to elect | to choose
退化,退化,tuìhuà,C1,Vp,to degenerate | atrophy
吞吞吐吐,吞吞吐吐,tūntūntŭtŭ,C1,Vi,"to hum and haw (idiom) |  to mumble as if hiding sth | to speak and break off, then start again | to hold sth back"
托,托,tuō,C1,V,to trust | to entrust | to be entrusted with | to act as trustee
拖累,拖累,tuōlèi,C1,V,to encumber | to be a burden on | to implicate
拖延,拖延,tuōyán,C1,Vst,to delay | to put off | to procrastinate
脫身,脱身,tuōshēn,C1,Vp,to get away | to escape (from obligations) | to free oneself | to disengage
脫手,脱手,tuōshŏu,C1,Vp,(not of regular commerce) to sell or dispose of (goods etc) | to get rid of | to unload
外號,外号,wàihào,C1,N,nickname
外力,外力,wàilì,C1,N,external force | pressure from outside
外貿,外贸,wàimào,C1,N,foreign trade
外線,外线,wàixiàn,C1,N,(military) line of troops encircling an enemy position | (telephony) outside line | (basketball) outside the three-point line
外銷,外销,wàixiāo,C1,V,to export | to sell abroad
外遇,外遇,wàiyù,C1,N,extramarital affair
外在,外在,wàizài,C1,N,external | extrinsic
外資,外资,wàizī,C1,N,foreign investment
彎曲,弯曲,wānqū,C1,Vs,to bend | to curve around | curved | crooked | to wind | to warp
完備,完备,wánbèi,C1,Vs,faultless | complete | perfect | to leave nothing to be desired
玩弄,玩弄,wánnòng,C1,V,to play with | to toy with | to dally with | to engage in | to resort to
頑強,顽强,wánqiáng,C1,Vs,tenacious | hard to defeat
挽,挽,wăn,C1,V,variant of 挽 | to draw (a cart) | to lament the dead
挽救,挽救,wănjiù,C1,V,to save | to remedy | to rescue
萬分,万分,wànfēn,C1,Adv,very much | extremely | one ten thousandth part
萬事,万事,wànshì,C1,N,all things
萬歲,万岁,wànsuì,C1,Vs,"Long live (the king, the revolution etc)! | Your Majesty | His Majesty"
萬萬,万万,wànwàn,C1,Adv,absolutely | wholly
萬物,万物,wànwù,C1,N,all things | all that exists
惋惜,惋惜,wànxí,C1,Vs,to regret | to feel that it is a great pity | to feel sorry for sb
亡國,亡国,wángguó,C1,Vp,(of a nation) to be destroyed |  to be subjugated | vanquished nation
往來,往来,wănglái,C1,Vi,dealings | contacts | to go back and forth
旺季,旺季,wàngjì,C1,N,busy season | peak period | see also 淡季
旺盛,旺盛,wàngshèng,C1,Vs,vigorous | exuberant
威風,威风,wēifēng,C1,Vs,might | awe-inspiring authority | impressive
威力,威力,wēilì,C1,N,might | formidable power
萎縮,萎缩,wēisuō,C1,Vs,"to wither | to dry up (of a plant) | to atrophy (of muscle, social custom etc)"
為,为,wéi,C1,Vst,variant of 為|为
為人,为人,wéirén,C1,N,for sb | for others' interest
為生,为生,wéishēng,C1,Vs,to make a living
為首,为首,wéishŏu,C1,Vs,head | be headed by
為止,为止,wéizhĭ,C1,N,until | (used in combination with words like 到 or 至 in constructs of the form 到...為止|到...为止)
違背,违背,wéibèi,C1,Vpt,to go against | to be contrary to | to violate
違約,违约,wéiyuē,C1,V-sep,to break a promise | to violate an agreement | to default (on a loan or contract)
危害,危害,wéihài,C1,V,to jeopardize | to harm | to endanger | harmful effect | damage
圍巾,围巾,wéijīn,C1,N,scarf | shawl
圍牆,围墙,wéiqiáng,C1,N,perimeter wall | fence
圍繞,围绕,wéirào,C1,V,to revolve around | to center on (an issue)
微弱,微弱,wéiruò,C1,Vs,weak | faint | feeble
微小,微小,wéixiăo,C1,Vs,minute (i.e. extremely small) | infinitesimal
胃,胃,wèi,C1,N,stomach
胃口,胃口,wèikŏu,C1,N,appetite | liking
未必,未必,wèibì,C1,Adv,not necessarily | maybe not
未婚夫,未婚夫,wèihūnfū,C1,N,fiancé
未婚妻,未婚妻,wèihūnqī,C1,N,fiancée
未免,未免,wèimiăn,C1,Adv,unavoidably | can't help | really | rather
衛生,卫生,wèishēng,C1,N,health | hygiene | sanitation
溫帶,温带,wēndài,C1,N,temperate zone
溫習,温习,wēnxí,C1,V,to review (a lesson etc)
溫馴,温驯,wēnxún,C1,Vs,docile | meek | harmless | moderate and obedient | tame
瘟疫,瘟疫,wēnyì,C1,N,plague |  pestilence
文明,文明,wénmíng,C1,N,civilized | civilization | culture
文壇,文坛,wéntán,C1,N,literary circles
文獻,文献,wénxiàn,C1,N,document
聞名,闻名,wénmíng,C1,Vst,well-known | famous | renowned | eminent
穩健,稳健,wěnjiàn,C1,Vs,firm | stable and steady
紊亂,紊乱,wènluàn,C1,Vs,disorder | chaos
問世,问世,wènshì,C1,Vp,to be published | to come out
臥,卧,wò,C1,Vi,to lie | to crouch
烏龜,乌龟,wūguī/guī,C1,N,tortoise | cuckold
龜,龟,wūguī/guī,C1,N,used in 龜茲|龟兹
烏鴉,乌鸦,wūyā,C1,N,crow | raven
汙染,污染,wūrăn,C1,N,to pollute |  to contaminate (lit. and fig.)
無比,无比,wúbĭ,C1,Vs,incomparable | matchless
無線電,无线电,wúxiàndiàn,C1,N,wireless
無形,无形,wúxíng,C1,Vs,incorporeal | virtual | formless | invisible (assets) | intangible
無疑,无疑,wúyí,C1,Adv,undoubtedly |  without doubt |  for sure
五金,五金,wŭjīn,C1,N,"metal hardware (nuts and bolts) | the five metals: gold, silver, copper, iron and tin 金銀銅鐵錫|金银铜铁锡"
武力,武力,wŭlì,C1,N,military force
武士,武士,wŭshì,C1,N,warrior | samurai
武裝,武装,wŭzhuāng,C1,N,arms | equipment | to arm | military | armed (forces)
侮辱,侮辱,wŭrù,C1,V,to insult | to humiliate | dishonor
物產,物产,wùchăn,C1,N,products | produce | natural resources
物品,物品,wùpĭn,C1,N,articles |  goods
物體,物体,wùtĭ,C1,N,object |  body |  substance
物資,物资,wùzī,C1,N,goods | supplies
誤差,误差,wùchā,C1,N,difference | error | inaccuracy
誤解,误解,wùjiě,C1,Vst,to misunderstand | misunderstanding
務實,务实,wùshí,C1,Vs,pragmatic | dealing with concrete issues
西服,西服,xīfú,C1,N,suit | Western-style clothes (historical usage)
西洋,西洋,xīyáng,C1,N,the West (Europe and North America) | countries of the Indian Ocean (traditional)
西醫,西医,xīyī,C1,N,Western medicine | a doctor trained in Western medicine
溪流,溪流,xīliú,C1,N,stream
席,席,xí,C1,M,variant of 席 | woven mat
席位,席位,xíwèi,C1,N,"a seat (in a theater, stadium etc) | parliamentary or congressional seat"
錫,锡,xí,C1,N,tin (chemistry) | to bestow | to confer | to grant | Taiwan pr. 
襲擊,袭击,xíjí,C1,V,attack (esp. surprise attack) | raid | to attack
昔日,昔日,xírì,C1,N,former days | in the past
習題,习题,xítí,C1,N,(schoolwork) exercise | problem | question
洗禮,洗礼,xĭlĭ,C1,N,baptism (lit. or fig.)
喜氣,喜气,xĭqì,C1,N,hilarity | cheerful atmosphere
喜悅,喜悦,xĭyuè,C1,Vs,happy | joyous
戲曲,戏曲,xìqŭ,C1,N,Chinese opera
瑕疵,瑕疵,xiácī,C1,N,blemish | flaw | defect
峽谷,峡谷,xiágŭ,C1,N,canyon | gill | ravine
狹小,狭小,xiáxiăo,C1,Vs,narrow
狹窄,狭窄,xiázhăi,C1,Vs,narrow
下筆,下笔,xiàbĭ,C1,Vi,to put pen to paper
下跌,下跌,xiàdié,C1,Vp,to fall | to tumble
下滑,下滑,xiàhuá,C1,Vp,to slide down (a slope etc) | (fig.) to decline
下列,下列,xiàliè,C1,Vs-attr,following
下水,下水,xiàshuĭ,C1,V-sep,offal | viscera | tripe
下水道,下水道,xiàshuĭdào,C1,N,sewer
下旬,下旬,xiàxún,C1,N,last third of the month
掀,掀,xiān,C1,V,to lift (a lid) | to rock | to convulse
仙丹,仙丹,xiāndān,C1,N,elixir | magic potion
先後,先后,xiānhòu,C1,N,early or late | priority | in succession | one after another
先進,先进,xiānjìn,C1,N,advanced (technology) | to advance
先驅,先驱,xiānqū,C1,N,pioneer
先天,先天,xiāntiān,C1,Vs-attr,embryonic period (contrasted with 後天|后天 ) | inborn | innate | natural
鮮明,鲜明,xiānmíng,C1,Vs,bright | clear-cut | distinct
鮮艶,鲜艶,xiānyàn,C1,Vs,No definition available
鮮豔,鲜艳,xiānyàn,C1,Vs,bright-colored |  gaily-colored
纖維,纤维,xiānwéi,C1,N,fiber
嫌疑,嫌疑,xiányí,C1,N,suspicion | to have suspicions
顯現,显现,xiănxiàn,C1,Vst,appearance | to appear
限度,限度,xiàndù,C1,N,limitation | limit
憲法,宪法,xiànfă,C1,N,constitution (of a country)
線路,线路,xiànlù,C1,N,(electricity) line |  circuit |  wire | (traffic) road |  track |  route
陷入,陷入,xiànrù,C1,V,to sink into | to get caught up in | to land in (a predicament)
獻身,献身,xiànshēn,C1,V-sep,to commit one's energy to | to devote oneself to | to sacrifice one's life for | (coll.) (of a woman) to give one's virginity to
現今,现今,xiànjīn,C1,N,now | nowadays | modern
現行,现行,xiànxíng,C1,Vs-attr,to be in effect | in force | current
現狀,现状,xiànzhuàng,C1,N,current situation
相傳,相传,xiāngchuán,C1,Vi,to pass on | to hand down | tradition has it that ... | according to legend
相仿,相仿,xiāngfăng,C1,Vs,similar
相符,相符,xiāngfú,C1,Vs,to match | to tally
相繼,相继,xiāngjì,C1,Adv,in succession | following closely
相配,相配,xiāngpèi,C1,Vs,to match | well-suited
鄉土,乡土,xiāngtŭ,C1,Vs,native soil | one's native land | one's hometown | local (to an area)
香皂,香皂,xiāngzào,C1,N,perfumed soap | toilet soap
鑲,镶,xiāng,C1,V,to inlay | to embed | ridge | border
想開,想开,xiăngkāi,C1,Vp,"to get over (a shock, bereavement etc) | to avoid dwelling on unpleasant things | to accept the situation and move on"
響亮,响亮,xiăngliàng,C1,Vs,loud and clear | resounding
向,向,xiàng,C1,Adv,variant of 向 | direction | orientation | to face | to turn toward | to | towards | shortly before | formerly
嚮導,向导,xiàngdăo,C1,N,guide
嚮往,向往,xiàngwăng,C1,Vst,to yearn for | to look forward to
象徵,象征,xiàngzhēng,C1,N / Vst,emblem | symbol | token | badge | to symbolize | to signify | to stand for
消毒,消毒,xiāodú,C1,V-sep,to disinfect |  to sterilize
消防,消防,xiāofáng,C1,Vs-attr,firefighting | fire control
消耗,消耗,xiāohào,C1,V,to use up | to consume
消遣,消遣,xiāoqiăn,C1,N / V,to while the time away | amusement | pastime | recreation | to make sport of
瀟灑,潇洒,xiāosă,C1,Vs,confident and at ease | free and easy
逍遙,逍遥,xiāoyáo,C1,Vs,free and unfettered
小伙子,小伙子,xiăohuŏzi,C1,N,young man | young guy | lad | youngster
小夥子,小伙子,xiăohuŏzi,C1,N,young man | young guy | lad | youngster
效法,效法,xiàofă,C1,V,to imitate | to follow the example of
效勞,效劳,xiàoláo,C1,Vi,to serve (in some capacity) | to work for
效力,效力,xiàolì,C1,N,effectiveness | positive effect | to serve (in some capacity)
效忠,效忠,xiàozhōng,C1,V,to vow loyalty and devotion to
笑嘻嘻,笑嘻嘻,xiàoxīxī,C1,Vi,grinning | smiling
孝子,孝子,xiàozĭ,C1,N,filial son
協辦,协办,xiébàn,C1,V,to assist | to help sb do sth | to cooperate in doing sth
協定,协定,xiédìng,C1,N,agreement | accord | to reach an agreement
協會,协会,xiéhuì,C1,N,an association | a society
協商,协商,xiéshāng,C1,V,to consult with | to talk things over | agreement
協調,协调,xiétiáo,C1,V / Vs,to coordinate | to harmonize | to fit together | to match (colors etc) | harmonious | concerted
協議,协议,xiéyì,C1,N / V,agreement | pact | protocol
血汗,血汗,xiěhàn,C1,N,(fig.) sweat and toil |  hard work
血跡,血迹,xiějī,C1,N,bloodstain
血壓,血压,xiěyā,C1,N,blood pressure
寫實,写实,xiěshí,C1,Vs,realism | realistic portrayal | realistic | true to life
洩氣,泄气,xièqì,C1,Vs,to leak (gas) | to be discouraged | to despair | (disparaging) pathetic | to vent one's anger | (of a tire) to be flat
心愛,心爱,xīnài,C1,Vs-attr,beloved
心軟,心软,xīnruăn,C1,Vs,to be softhearted | to be tenderhearted | to be kindhearted
心事,心事,xīnshì,C1,N,a load on one's mind | worry
心思,心思,xīnsī,C1,N,mind | thoughts | inclination | mood
心酸,心酸,xīnsuān,C1,Vs,to feel sad
心態,心态,xīntài,C1,N,attitude (of the heart) | state of one's psyche | way of thinking | mentality
心疼,心疼,xīnténg,C1,Vst,to love dearly | to feel sorry for sb | to regret | to grudge | to be distressed
心胸,心胸,xīnxiōng,C1,N,heart | mind | ambition | aspiration
辛勤,辛勤,xīnqín,C1,Vs,hardworking |  industrious
辛酸,辛酸,xīnsuān,C1,Vs,pungent (taste) | bitter | fig. sad | miserable
新潮,新潮,xīncháo,C1,Vs,modern | fashionable
新手,新手,xīnshŏu,C1,N,new hand | novice | raw recruit
新穎,新颖,xīnyĭng,C1,Vs,lit. new bud | fig. new and original
信賴,信赖,xìnlài,C1,Vst,to trust | to have confidence in | to have faith in | to rely on
信念,信念,xìnniàn,C1,N,faith | belief | conviction
信徒,信徒,xìntú,C1,N,believer
信息,信息,xìnxí,C1,N,information | news | message
星辰,星辰,xīngchén,C1,N,stars
星座,星座,xīngzuò,C1,N,constellation | astrological sign
興建,兴建,xīngjiàn,C1,V,to build | to construct
興隆,兴隆,xīnglóng,C1,Vs,prosperous | thriving | flourishing
興起,兴起,xīngqĭ,C1,Vpt,to rise | to spring up | to burgeon | to be aroused | to come into vogue
行善,行善,xíngshàn,C1,Vi,to do good works | to be merciful
行使,行使,xíngshĭ,C1,V,to exercise (a right etc)
行星,行星,xíngxīng,C1,N,planet
行政,行政,xíngzhèng,C1,N,administration | (attributive) administrative |  executive
刑事,刑事,xíngshì,C1,N,criminal |  penal
形勢,形势,xíngshì,C1,N,circumstances | situation | terrain
形態,形态,xíngtài,C1,N,shape | form | pattern | morphology
形體,形体,xíngtĭ,C1,N,figure | physique | form and structure
形形色色,形形色色,xíngxíngsèsè,C1,Vs,all kinds of | all sorts of | every (different) kind of
